,carat,cut,color,clarity,depth,table,price,x,y,z
354,0.71,Good,E,VS2,62.8,60.0,2836,5.6,5.65,3.53
355,0.7,Ideal,E,VS1,61.8,56.0,2837,5.74,5.69,3.53
356,0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61
357,0.82,Fair,F,SI1,64.9,58.0,2838,5.83,5.79,3.77
358,0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54
359,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
360,0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5
361,0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46
362,0.7,Premium,G,VS1,63.0,60.0,2838,5.64,5.57,3.53
363,0.74,Very Good,E,SI1,60.0,57.0,2839,5.85,5.89,3.52
364,0.7,Ideal,F,VS1,61.6,54.0,2839,5.75,5.72,3.53
365,0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44
366,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47
367,0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57
368,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
369,0.71,Premium,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5
370,0.71,Premium,F,VS1,59.2,58.0,2839,5.87,5.82,3.46
371,0.79,Premium,G,VS2,59.3,62.0,2839,6.09,6.01,3.59
372,0.71,Premium,F,VS1,62.7,59.0,2839,5.7,5.62,3.55
373,0.7,Ideal,F,SI1,61.0,56.0,2840,5.75,5.8,3.52
374,0.71,Premium,F,VS2,59.3,56.0,2840,5.88,5.82,3.47
375,0.7,Premium,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45
376,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
377,0.71,Very Good,D,VS1,63.4,55.0,2841,5.69,5.61,3.58
378,0.73,Very Good,D,SI1,63.9,57.0,2841,5.66,5.71,3.63
379,0.82,Ideal,F,SI2,62.3,56.0,2841,5.96,6.02,3.73
380,0.52,Ideal,F,VVS1,61.2,56.0,2841,5.19,5.21,3.18
381,1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
382,0.95,Fair,G,SI1,66.7,56.0,2841,6.16,6.03,4.06
383,0.73,Ideal,D,SI1,61.4,57.0,2841,5.76,5.8,3.55
384,0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
385,0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
386,0.8,Ideal,I,VS1,62.6,54.0,2842,5.92,5.96,3.72
387,0.7,Premium,F,VS2,58.7,61.0,2842,5.8,5.72,3.38
388,0.7,Very Good,E,VS2,60.2,62.0,2843,5.71,5.75,3.45
389,0.7,Very Good,E,VS2,62.7,58.0,2843,5.65,5.67,3.55
390,0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
391,0.71,Very Good,D,SI1,61.5,58.0,2843,5.73,5.79,3.54
392,0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
393,0.73,Very Good,F,VS1,61.8,59.0,2843,5.73,5.79,3.56
394,0.72,Ideal,E,VS2,62.0,57.0,2843,5.71,5.74,3.55
395,0.81,Ideal,F,SI2,62.1,57.0,2843,5.91,5.95,3.68
396,0.73,Very Good,E,SI1,57.7,61.0,2844,5.92,5.96,3.43
397,0.7,Very Good,E,VS1,62.0,59.0,2844,5.65,5.68,3.51
398,0.7,Very Good,E,VS2,61.8,59.0,2845,5.65,5.68,3.5
399,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
400,0.79,Ideal,D,SI1,61.5,56.0,2846,5.96,5.91,3.65
401,1.01,Fair,H,SI2,65.4,59.0,2846,6.3,6.26,4.11
402,0.73,Ideal,E,SI1,59.1,59.0,2846,5.92,5.95,3.51
403,0.77,Premium,G,VS2,61.3,60.0,2846,5.91,5.81,3.59
404,0.84,Very Good,H,SI1,61.2,57.0,2847,6.1,6.12,3.74
405,0.72,Ideal,E,SI1,60.3,57.0,2847,5.83,5.85,3.52
406,0.75,Fair,D,SI2,64.6,57.0,2848,5.74,5.72,3.7
407,0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
408,0.7,Ideal,F,VS2,60.8,59.0,2850,5.69,5.79,3.49
409,1.2,Very Good,H,I1,63.1,60.0,2850,6.75,6.67,4.23
410,0.8,Very Good,F,SI1,63.4,57.0,2851,5.89,5.82,3.71
411,0.66,Ideal,D,VS1,62.1,56.0,2851,5.54,5.57,3.45
412,0.87,Very Good,F,SI2,61.0,63.0,2851,6.22,6.07,3.75
413,0.74,Ideal,F,SI1,61.0,57.0,2851,5.85,5.81,3.56
414,0.74,Ideal,G,SI1,61.3,55.0,2852,5.85,5.86,3.59
415,0.71,Premium,F,VS2,62.6,58.0,2853,5.67,5.7,3.56
416,0.82,Premium,I,VS1,61.9,58.0,2853,5.99,5.97,3.7
417,0.78,Very Good,H,VS1,61.9,57.1,2854,5.87,5.95,3.66
418,1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
419,0.91,Good,J,VS2,64.2,58.0,2854,6.12,6.09,3.92
420,0.91,Fair,H,SI1,65.8,58.0,2854,6.04,6.01,3.96
421,0.73,Very Good,F,VS2,62.5,57.0,2855,5.7,5.75,3.58
422,1.03,Good,J,SI1,63.6,57.0,2855,6.38,6.29,4.03
423,0.98,Fair,E,SI2,53.3,67.0,2855,6.82,6.74,3.61
424,0.6,Ideal,F,VVS2,60.8,57.0,2856,5.44,5.49,3.32
425,0.8,Ideal,G,SI2,61.6,56.0,2856,5.97,6.01,3.69
426,0.97,Ideal,F,I1,60.7,56.0,2856,6.43,6.41,3.9
427,0.26,Ideal,E,VS1,62.3,57.0,556,4.05,4.08,2.53
428,0.26,Ideal,E,VS1,62.1,56.0,556,4.09,4.12,2.55
429,0.36,Ideal,H,SI1,61.9,55.0,556,4.57,4.59,2.83
430,0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82
431,0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
432,0.31,Ideal,I,VVS1,61.6,55.0,557,4.36,4.41,2.7
433,0.31,Ideal,I,VVS1,61.3,56.0,557,4.36,4.38,2.68
434,0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
435,0.31,Ideal,G,VS2,62.2,53.6,557,4.32,4.35,2.7
436,0.31,Ideal,H,VS1,61.8,54.2,557,4.33,4.37,2.69
437,0.33,Premium,G,SI2,59.4,59.0,557,4.52,4.5,2.68
438,0.33,Premium,F,SI2,62.3,58.0,557,4.43,4.4,2.75
439,0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
440,0.33,Ideal,G,SI2,61.9,56.0,557,4.45,4.41,2.74
441,0.33,Premium,J,VS1,62.8,58.0,557,4.41,4.38,2.76
442,0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
443,0.33,Premium,I,SI1,60.4,59.0,557,4.54,4.5,2.73
444,1.0,Fair,H,SI2,66.1,56.0,2856,6.21,5.97,4.04
445,0.77,Premium,F,SI1,60.8,59.0,2856,5.92,5.86,3.58
446,0.77,Premium,F,SI1,61.0,58.0,2856,5.94,5.9,3.61
447,0.7,Good,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42
448,0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
449,0.72,Ideal,E,SI1,62.3,57.0,2857,5.76,5.7,3.57
450,0.72,Premium,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
451,0.7,Ideal,G,VVS2,62.1,56.0,2858,5.63,5.71,3.52
452,0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51
453,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
454,0.71,Very Good,E,VS2,63.5,59.0,2858,5.68,5.59,3.58
455,0.76,Ideal,E,SI1,62.7,54.0,2858,5.88,5.83,3.67
456,0.73,Ideal,D,SI1,61.5,56.0,2858,5.84,5.8,3.58
457,0.71,Premium,D,VS2,60.4,62.0,2858,5.74,5.72,3.46
458,0.9,Fair,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
459,0.71,Fair,D,VS2,56.9,65.0,2858,5.89,5.84,3.34
460,0.7,Ideal,D,VS2,61.0,57.0,2859,5.76,5.74,3.51
461,0.77,Premium,F,VS1,60.9,60.0,2859,5.91,5.88,3.59
462,0.71,Ideal,G,VS1,61.5,56.0,2859,5.74,5.78,3.54
463,0.7,Premium,D,VS2,59.6,61.0,2859,5.8,5.77,3.45
464,0.83,Premium,E,SI2,59.2,60.0,2859,6.17,6.12,3.64
465,0.71,Very Good,F,VS2,61.3,61.0,2860,5.68,5.73,3.5
466,0.9,Very Good,J,SI2,63.6,58.0,2860,6.07,6.1,3.87
467,0.6,Ideal,E,VVS2,61.9,54.9,2860,5.41,5.44,3.35
468,0.71,Premium,D,VS1,62.9,57.0,2860,5.66,5.6,3.54
469,0.62,Ideal,G,VVS2,61.6,56.0,2861,5.45,5.48,3.37
470,0.62,Fair,F,IF,60.1,61.0,2861,5.53,5.56,3.33
471,0.82,Premium,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
472,0.66,Premium,D,VS1,61.0,58.0,2861,5.67,5.57,3.43
473,0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56
474,0.8,Very Good,F,SI1,62.6,58.0,2862,5.9,5.92,3.7
475,0.8,Very Good,D,SI2,62.5,59.0,2862,5.88,5.92,3.69
476,0.7,Ideal,H,VS2,61.1,57.0,2862,5.71,5.74,3.5
477,0.7,Very Good,E,VS2,58.7,63.0,2862,5.73,5.69,3.35
478,0.79,Premium,H,VS1,60.0,60.0,2862,6.07,5.99,3.64
479,0.7,Premium,E,VS2,59.5,59.0,2862,5.82,5.77,3.45
480,1.22,Premium,E,I1,60.9,57.0,2862,6.93,6.88,4.21
481,1.01,Fair,E,SI2,67.6,57.0,2862,6.21,6.11,4.18
482,0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
483,0.91,Good,I,VS2,64.3,58.0,2863,6.05,6.09,3.9
484,0.71,Ideal,D,SI1,60.8,56.0,2863,5.8,5.77,3.52
485,0.71,Premium,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
486,0.71,Premium,D,SI1,59.7,59.0,2863,5.82,5.8,3.47
487,0.71,Premium,D,SI1,61.7,56.0,2863,5.8,5.68,3.54
488,0.71,Premium,D,SI1,61.4,58.0,2863,5.79,5.75,3.54
489,0.91,Premium,J,SI1,59.5,62.0,2863,6.4,6.18,3.74
490,0.9,Premium,J,VS2,59.8,62.0,2863,6.24,6.21,3.72
491,0.71,Premium,E,SI1,59.1,61.0,2863,5.84,5.8,3.44
492,0.72,Premium,E,SI1,60.9,60.0,2863,5.78,5.74,3.51
493,0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52
494,0.73,Premium,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
495,0.56,Very Good,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27
496,0.71,Ideal,E,VS1,62.2,55.0,2866,5.74,5.7,3.56
497,0.7,Ideal,H,VVS1,62.3,58.0,2866,5.66,5.7,3.54
498,0.71,Ideal,H,VVS1,60.4,57.0,2867,5.78,5.81,3.5
499,0.82,Ideal,F,SI2,61.7,53.0,2867,6.12,6.0,3.74
500,0.8,Ideal,G,SI1,61.3,57.0,2867,5.96,5.91,3.64
501,0.96,Fair,F,SI2,68.2,61.0,2867,6.07,5.88,4.1
502,0.62,Ideal,G,IF,60.5,57.0,2868,5.52,5.56,3.35
503,1.08,Premium,D,I1,61.9,60.0,2869,6.55,6.48,4.03
504,0.62,Ideal,G,IF,61.8,56.0,2869,5.43,5.47,3.37
505,0.73,Ideal,G,VVS2,61.3,57.0,2869,5.84,5.81,3.57
506,0.72,Ideal,H,VVS2,60.9,57.0,2869,5.79,5.77,3.52
507,0.52,Premium,F,VVS2,61.8,60.0,2870,5.16,5.13,3.18
508,0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75
509,0.64,Premium,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44
510,0.72,Ideal,F,SI1,61.5,56.0,2870,5.72,5.79,3.54
511,0.73,Premium,E,VS1,61.3,59.0,2870,5.81,5.78,3.55
512,1.04,Premium,I,I1,61.6,61.0,2870,6.47,6.45,3.98
513,0.73,Very Good,E,SI1,61.3,58.0,2871,5.76,5.83,3.55
514,0.9,Premium,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
515,0.75,Ideal,I,SI1,61.8,55.0,2871,5.83,5.85,3.61
516,0.7,Good,D,SI1,62.5,56.7,2872,5.59,5.62,3.51
517,1.02,Ideal,I,I1,61.7,56.0,2872,6.44,6.49,3.99
518,0.7,Ideal,D,SI1,60.7,56.0,2872,5.72,5.75,3.48
519,0.7,Very Good,D,SI1,60.2,60.0,2872,5.75,5.82,3.48
520,0.72,Very Good,E,VS2,58.3,57.0,2872,5.89,5.94,3.45
521,0.74,Ideal,E,SI1,62.3,58.0,2872,5.74,5.78,3.59
522,0.84,Good,G,SI1,65.1,55.0,2872,5.88,5.97,3.86
523,0.77,Very Good,E,SI1,63.2,58.0,2873,5.8,5.84,3.68
524,0.76,Ideal,E,SI2,62.8,56.0,2873,5.78,5.82,3.64
525,1.0,Ideal,I,SI2,61.7,56.0,2873,6.45,6.41,3.97
526,1.0,Fair,H,SI1,65.5,62.0,2873,6.14,6.07,4.0
527,0.9,Fair,I,SI1,65.7,58.0,2873,6.03,6.0,3.95
528,0.9,Premium,J,SI1,61.8,58.0,2873,6.16,6.13,3.8
529,0.9,Fair,I,SI1,65.8,56.0,2873,6.01,5.96,3.94
530,0.9,Premium,J,SI1,60.9,61.0,2873,6.26,6.22,3.8
531,0.78,Premium,F,VS2,62.6,58.0,2874,5.91,5.82,3.67
532,0.71,Premium,D,VS2,61.2,59.0,2874,5.69,5.74,3.5
533,0.7,Premium,F,VS1,59.0,59.0,2874,5.79,5.77,3.41
534,0.7,Ideal,F,VS1,61.0,55.0,2874,5.77,5.73,3.51
535,0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
536,0.7,Premium,G,VVS2,62.9,59.0,2874,5.68,5.61,3.55
537,1.0,Fair,H,SI2,67.7,60.0,2875,6.11,5.98,4.09
538,0.77,Ideal,H,SI1,62.4,56.0,2875,5.84,5.9,3.66
539,1.0,Fair,J,VS1,65.5,55.0,2875,6.3,6.25,4.11
540,0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
541,0.72,Very Good,H,VS1,62.2,54.0,2877,5.74,5.76,3.57
542,0.71,Ideal,E,VS1,62.4,56.0,2877,5.75,5.7,3.57
543,0.74,Ideal,G,VS2,62.3,55.0,2877,5.8,5.83,3.62
544,0.79,Very Good,F,SI1,62.7,60.0,2878,5.82,5.89,3.67
545,0.71,Ideal,I,VS2,61.5,55.0,2878,5.76,5.78,3.55
546,0.79,Ideal,F,SI1,62.8,56.0,2878,5.88,5.9,3.7
547,0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
548,0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
549,0.71,Premium,F,VS1,62.7,58.0,2879,5.71,5.67,3.57
550,0.84,Ideal,G,SI2,61.0,56.0,2879,6.13,6.1,3.73
551,0.84,Ideal,G,SI2,62.3,55.0,2879,6.08,6.03,3.77
552,0.72,Fair,F,VS1,56.9,69.0,2879,5.93,5.77,3.33
553,0.72,Ideal,F,VS1,62.0,56.0,2879,5.76,5.73,3.56
554,0.92,Very Good,J,SI2,58.7,61.0,2880,6.34,6.43,3.75
555,0.74,Very Good,D,SI1,63.9,57.0,2880,5.72,5.74,3.66
556,0.71,Very Good,E,VS2,60.0,59.0,2881,5.84,5.83,3.5
557,0.7,Very Good,H,IF,62.8,56.0,2882,5.62,5.65,3.54
558,0.54,Ideal,F,VVS1,61.8,56.0,2882,5.23,5.26,3.24
559,0.73,Premium,F,VS2,59.9,58.0,2882,5.87,5.84,3.51
560,0.73,Premium,F,VS2,58.7,57.0,2882,5.97,5.92,3.49
561,0.72,Ideal,D,SI1,61.8,56.0,2883,5.75,5.81,3.57
562,0.9,Good,H,SI2,62.7,64.0,2883,6.09,6.0,3.79
563,0.9,Fair,H,SI2,65.0,61.0,2883,6.01,5.96,3.89
564,1.03,Fair,I,SI2,65.3,55.0,2884,6.32,6.27,4.11
565,0.84,Very Good,F,SI1,63.8,57.0,2885,5.95,6.0,3.81
566,0.77,Ideal,D,SI2,61.5,55.0,2885,5.9,5.93,3.64
567,0.8,Fair,E,SI1,56.3,63.0,2885,6.22,6.14,3.48
568,0.9,Fair,D,SI2,66.9,57.0,2885,6.02,5.9,3.99
569,0.73,Ideal,E,SI1,61.4,56.0,2886,5.79,5.81,3.56
570,0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55
571,0.71,Very Good,D,SI1,62.4,54.0,2887,5.71,5.79,3.59
572,0.7,Premium,E,VS1,62.6,59.0,2887,5.66,5.69,3.55
573,0.79,Ideal,I,VS1,61.7,59.0,2888,5.93,5.96,3.67
574,0.72,Very Good,G,VVS2,62.5,58.0,2889,5.68,5.72,3.56
575,0.7,Very Good,E,VS2,63.5,54.0,2889,5.62,5.66,3.58
576,0.7,Very Good,F,VS1,62.2,58.0,2889,5.64,5.75,3.54
577,0.9,Good,H,SI2,63.5,58.0,2889,6.09,6.14,3.88
578,0.5,Ideal,E,VVS2,62.2,54.0,2889,5.08,5.12,3.17
579,0.74,Ideal,F,SI1,61.2,56.0,2889,5.83,5.87,3.58
580,0.77,Premium,F,VS2,61.8,56.0,2889,5.94,5.9,3.66
581,0.77,Premium,E,SI1,59.8,61.0,2889,5.99,5.95,3.57
582,0.8,Ideal,F,SI1,61.5,54.0,2890,6.07,6.0,3.71
583,0.8,Ideal,F,SI1,62.4,57.0,2890,5.9,5.87,3.67
584,0.8,Premium,F,SI1,61.5,60.0,2890,5.97,5.94,3.66
585,0.8,Good,F,SI1,63.8,59.0,2890,5.87,5.83,3.73
586,0.66,Ideal,G,VVS1,61.5,56.0,2890,5.61,5.58,3.44
587,0.71,Very Good,E,VS2,61.2,58.0,2891,5.71,5.79,3.52
588,0.71,Ideal,F,VS2,61.2,56.0,2891,5.73,5.77,3.52
589,0.71,Ideal,E,VS2,61.6,56.0,2891,5.74,5.76,3.54
590,0.72,Ideal,D,SI1,61.1,56.0,2891,5.78,5.81,3.54
591,0.71,Good,D,VS2,62.3,61.0,2891,5.7,5.73,3.56
592,0.86,Ideal,H,SI2,61.8,55.0,2892,6.12,6.14,3.79
593,1.19,Fair,H,I1,65.1,59.0,2892,6.62,6.55,4.29
594,0.71,Very Good,F,VS1,62.6,55.0,2893,5.66,5.71,3.56
595,0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
596,0.7,Very Good,H,VVS1,59.2,60.0,2893,5.87,5.78,3.45
597,0.8,Ideal,G,SI2,62.5,55.0,2893,5.89,5.92,3.69
598,0.82,Good,G,SI2,59.9,62.0,2893,6.02,6.04,3.61
599,0.82,Very Good,G,SI1,63.4,55.0,2893,6.0,5.93,3.78
600,0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
601,0.81,Ideal,G,SI2,62.2,57.0,2894,5.96,6.0,3.72
602,0.76,Ideal,F,SI1,61.4,56.0,2894,5.88,5.92,3.62
603,0.71,Very Good,G,VS2,60.9,56.0,2895,5.75,5.78,3.51
604,0.77,Very Good,G,VS2,61.3,60.0,2896,5.81,5.91,3.59
605,0.53,Ideal,F,VVS1,61.6,56.0,2896,5.18,5.24,3.21
606,0.79,Ideal,D,SI1,61.5,56.0,2896,5.91,5.96,3.65
607,0.73,Ideal,E,SI2,61.5,55.0,2896,5.82,5.86,3.59
608,0.77,Ideal,D,SI2,62.1,56.0,2896,5.83,5.89,3.64
609,0.77,Premium,E,SI1,60.9,58.0,2896,5.94,5.88,3.6
610,1.01,Very Good,I,I1,63.1,57.0,2896,6.39,6.35,4.02
611,1.01,Ideal,I,I1,61.5,57.0,2896,6.46,6.45,3.97
612,0.76,Premium,E,SI1,61.1,58.0,2897,5.91,5.85,3.59
613,0.72,Ideal,E,SI1,62.5,55.0,2897,5.69,5.74,3.57
614,0.72,Good,F,VS1,59.4,61.0,2897,5.82,5.89,3.48
615,0.74,Premium,D,VS2,61.8,58.0,2897,5.81,5.77,3.58
616,0.98,Good,H,SI2,57.9,56.0,2898,6.51,6.47,3.76
617,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
618,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
619,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
620,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
621,0.7,Good,G,VVS1,59.9,61.0,2899,5.75,5.81,3.46
622,0.72,Premium,D,VS1,62.7,58.0,2900,5.68,5.65,3.55
623,0.8,Premium,F,SI1,62.7,58.0,2901,5.91,5.93,3.71
624,0.81,Ideal,E,SI2,63.0,56.0,2901,5.95,5.9,3.73
625,0.74,Ideal,E,VS2,61.9,57.0,2901,5.81,5.78,3.59
626,0.73,Premium,E,VS2,62.0,60.0,2902,5.76,5.73,3.56
627,0.73,Ideal,E,VS2,61.4,55.0,2902,5.82,5.8,3.57
628,0.75,Ideal,G,SI1,61.6,55.0,2902,5.82,5.86,3.6
629,0.71,Premium,E,VS2,59.6,60.0,2902,5.85,5.8,3.47
630,0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
631,0.79,Very Good,F,SI1,63.0,54.0,2904,5.91,5.94,3.73
632,0.79,Very Good,D,SI2,62.8,57.0,2904,5.85,5.9,3.69
633,0.7,Very Good,E,VS1,58.4,59.0,2904,5.83,5.91,3.43
634,0.62,Ideal,E,VVS2,62.0,56.0,2904,5.48,5.52,3.41
635,0.7,Very Good,G,VVS2,59.3,62.0,2905,5.78,5.82,3.44
636,0.86,Very Good,I,VS1,61.2,58.0,2905,6.1,6.16,3.75
637,0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
638,0.74,Very Good,D,VS2,62.4,57.0,2906,5.74,5.8,3.6
639,0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
640,0.74,Good,E,SI1,62.8,61.0,2906,5.74,5.76,3.61
641,0.61,Ideal,E,VVS2,62.4,53.9,2907,5.42,5.43,3.38
642,0.61,Ideal,E,VVS2,62.1,54.2,2907,5.43,5.45,3.38
643,0.72,Ideal,H,VVS1,62.8,57.0,2907,5.68,5.72,3.58
644,0.7,Ideal,F,VS2,62.3,53.0,2907,5.69,5.73,3.56
645,0.71,Ideal,F,VS1,61.9,56.0,2907,5.7,5.74,3.54
646,0.72,Ideal,E,SI1,62.6,56.0,2907,5.7,5.73,3.58
647,0.33,Ideal,G,SI2,62.9,55.0,557,4.46,4.41,2.79
648,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
649,0.32,Ideal,D,SI1,61.3,55.0,558,4.41,4.46,2.72
650,0.25,Good,F,VS1,63.6,57.0,558,4.04,4.01,2.56
651,0.25,Premium,E,VS1,61.5,60.0,558,4.04,4.02,2.48
652,0.31,Premium,I,VS2,60.8,58.0,558,4.37,4.34,2.65
653,0.31,Very Good,I,VS2,63.2,55.0,558,4.4,4.3,2.75
654,0.31,Premium,I,VS2,62.3,57.0,558,4.35,4.32,2.7
655,0.31,Premium,H,SI1,58.7,60.0,558,4.47,4.43,2.61
656,0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71
657,0.31,Ideal,E,SI2,61.3,55.0,558,4.37,4.34,2.67
658,0.31,Ideal,I,VS2,59.9,57.0,558,4.4,4.38,2.63
659,0.31,Premium,I,VS2,60.7,61.0,558,4.34,4.32,2.63
660,0.31,Premium,I,VS2,62.3,60.0,558,4.32,4.31,2.69
661,0.31,Premium,H,SI1,61.7,59.0,558,4.39,4.36,2.7
662,0.31,Premium,H,SI1,61.0,61.0,558,4.39,4.33,2.66
663,0.31,Premium,H,SI1,62.4,57.0,558,4.35,4.31,2.7
664,0.31,Premium,H,SI1,62.8,58.0,558,4.32,4.28,2.7
665,0.31,Premium,E,SI2,60.9,60.0,558,4.38,4.35,2.66
666,0.82,Very Good,H,SI1,63.6,56.0,2908,5.9,5.95,3.77
667,0.73,Ideal,I,VS1,61.5,55.0,2908,5.8,5.84,3.58
668,0.7,Premium,D,VS2,61.0,60.0,2909,5.75,5.7,3.49
669,0.7,Premium,D,VS2,60.9,57.0,2909,5.71,5.69,3.47
670,0.59,Ideal,E,VVS2,61.1,57.0,2911,5.39,5.41,3.3
671,0.71,Ideal,G,VS2,60.6,56.0,2911,5.76,5.8,3.5
672,0.77,Good,F,VS2,60.3,61.0,2911,5.89,5.96,3.57
673,0.7,Good,E,VS2,58.7,63.0,2912,5.69,5.73,3.35
674,1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13
675,1.0,Fair,H,SI2,67.0,55.0,2912,6.25,6.12,4.16
676,0.7,Very Good,D,VS2,60.7,60.0,2913,5.72,5.74,3.48
677,0.71,Premium,D,SI1,60.6,58.0,2913,5.77,5.79,3.5
678,0.71,Very Good,D,SI1,61.7,56.0,2913,5.68,5.8,3.54
679,0.71,Ideal,D,SI1,61.7,57.0,2913,5.7,5.75,3.53
680,0.83,Premium,E,SI1,62.2,59.0,2913,6.05,5.97,3.74
681,0.85,Ideal,G,SI2,62.0,57.0,2913,6.1,6.02,3.76
682,0.73,Ideal,E,SI1,61.4,58.0,2914,5.76,5.8,3.55
683,0.83,Very Good,I,VS2,62.0,55.0,2915,6.03,6.06,3.74
684,0.77,Very Good,G,SI1,63.6,57.0,2915,5.79,5.88,3.71
685,0.8,Very Good,G,SI2,62.0,55.0,2915,5.94,6.01,3.7
686,0.71,Ideal,F,VS2,62.2,56.0,2915,5.74,5.71,3.56
687,0.73,Very Good,H,VS1,60.8,57.0,2916,5.8,5.83,3.54
688,0.7,Ideal,E,VS2,62.5,58.0,2917,5.63,5.67,3.53
689,0.8,Very Good,H,VS2,61.2,53.0,2918,5.98,6.05,3.68
690,0.71,Ideal,H,VVS1,62.1,54.0,2918,5.7,5.76,3.56
691,0.72,Ideal,I,VS2,61.8,55.0,2918,5.75,5.79,3.56
692,0.83,Very Good,D,SI2,63.1,57.0,2918,5.95,5.9,3.74
693,0.72,Very Good,G,VS1,60.5,57.0,2919,5.8,5.83,3.52
694,0.8,Very Good,H,SI1,62.5,56.0,2919,5.92,5.96,3.71
695,0.73,Ideal,H,VS1,61.9,55.0,2919,5.79,5.76,3.58
696,0.73,Ideal,G,VVS2,61.9,55.0,2919,5.83,5.77,3.59
697,0.71,Premium,E,VS1,59.7,57.0,2920,5.87,5.78,3.48
698,0.72,Ideal,F,SI1,61.0,55.0,2920,5.78,5.85,3.55
699,0.71,Ideal,F,VS1,62.6,55.0,2920,5.71,5.67,3.56
700,0.74,Very Good,H,VVS2,60.5,60.0,2921,5.79,5.81,3.51
701,0.71,Very Good,E,VS2,60.7,60.0,2921,5.75,5.78,3.5
702,0.9,Fair,I,VS2,64.1,66.0,2921,6.04,5.98,3.85
703,0.71,Very Good,E,VS2,63.3,59.0,2922,5.62,5.66,3.57
704,0.68,Very Good,F,VS1,59.7,57.0,2922,5.79,5.76,3.45
705,0.53,Ideal,F,VVS1,61.6,56.0,2922,5.24,5.18,3.21
706,0.77,Ideal,D,SI2,60.6,56.0,2922,5.95,5.9,3.59
